,date,apartment for rent,State
983,2017-12-01,13,AL
984,2018-01-01,23,AL
985,2018-02-01,18,AL
986,2018-03-01,19,AL
987,2018-04-01,17,AL
988,2018-05-01,16,AL
989,2018-06-01,19,AL
990,2018-07-01,19,AL
991,2018-08-01,16,AL
992,2018-09-01,11,AL
993,2018-10-01,17,AL
994,2018-11-01,13,AL
995,2018-12-01,13,AL
996,2019-01-01,17,AL
997,2019-02-01,19,AL
998,2019-03-01,17,AL
999,2019-04-01,23,AL
1000,2019-05-01,18,AL
1001,2019-06-01,22,AL
1002,2019-07-01,22,AL
1003,2019-08-01,18,AL
1004,2019-09-01,17,AL
1005,2019-10-01,20,AL
1006,2019-11-01,15,AL
1007,2019-12-01,16,AL
1008,2020-01-01,19,AL
1009,2020-02-01,15,AL
1010,2020-03-01,14,AL
1011,2020-04-01,17,AL
1012,2020-05-01,14,AL
1013,2020-06-01,21,AL
1014,2020-07-01,17,AL
1015,2020-08-01,18,AL
1016,2020-09-01,18,AL
1017,2020-10-01,21,AL
1018,2020-11-01,18,AL
1019,2020-12-01,13,AL
1020,2004-01-01,0,NC
1021,2004-02-01,0,NC
1022,2004-03-01,0,NC
1023,2004-04-01,0,NC
1024,2004-05-01,100,NC
1025,2004-06-01,0,NC
1026,2004-07-01,53,NC
1027,2004-08-01,0,NC
1028,2004-09-01,35,NC
1029,2004-10-01,49,NC
1030,2004-11-01,0,NC
1031,2004-12-01,0,NC
1032,2005-01-01,47,NC
1033,2005-02-01,36,NC
1034,2005-03-01,32,NC
1035,2005-04-01,26,NC
1036,2005-05-01,39,NC
1037,2005-06-01,23,NC
1038,2005-07-01,0,NC
1039,2005-08-01,30,NC
1040,2005-09-01,17,NC
1041,2005-10-01,0,NC
1042,2005-11-01,0,NC
1043,2005-12-01,37,NC
1044,2006-01-01,22,NC
1045,2006-02-01,23,NC
1046,2006-03-01,12,NC
1047,2006-04-01,21,NC
1048,2006-05-01,34,NC
1049,2006-06-01,49,NC
1050,2006-07-01,14,NC
1051,2006-08-01,25,NC
1052,2006-09-01,40,NC
1053,2006-10-01,57,NC
1054,2006-11-01,14,NC
1055,2006-12-01,50,NC
1056,2007-01-01,10,NC
1057,2007-02-01,39,NC
1058,2007-03-01,45,NC
1059,2007-04-01,67,NC
1060,2007-05-01,38,NC
1061,2007-06-01,41,NC
1062,2007-07-01,55,NC
1063,2007-08-01,24,NC
1064,2007-09-01,11,NC
1065,2007-10-01,39,NC
1066,2007-11-01,45,NC
1067,2007-12-01,47,NC
1068,2008-01-01,45,NC
1069,2008-02-01,42,NC
1070,2008-03-01,41,NC
1071,2008-04-01,35,NC
1072,2008-05-01,33,NC
1073,2008-06-01,43,NC
1074,2008-07-01,44,NC
1075,2008-08-01,33,NC
1076,2008-09-01,32,NC
1077,2008-10-01,45,NC
1078,2008-11-01,20,NC
1079,2008-12-01,27,NC
1080,2009-01-01,39,NC
1081,2009-02-01,38,NC
1082,2009-03-01,29,NC
1083,2009-04-01,49,NC
1084,2009-05-01,30,NC
1085,2009-06-01,69,NC
1086,2009-07-01,50,NC
1087,2009-08-01,43,NC
1088,2009-09-01,26,NC
1089,2009-10-01,44,NC
1090,2009-11-01,36,NC
1091,2009-12-01,32,NC
1092,2010-01-01,45,NC
1093,2010-02-01,30,NC
1094,2010-03-01,51,NC
1095,2010-04-01,40,NC
1096,2010-05-01,67,NC
1097,2010-06-01,50,NC
1098,2010-07-01,56,NC
1099,2010-08-01,51,NC
1100,2010-09-01,45,NC
1101,2010-10-01,47,NC
1102,2010-11-01,39,NC
1103,2010-12-01,28,NC
1104,2011-01-01,50,NC
1105,2011-02-01,63,NC
1106,2011-03-01,41,NC
1107,2011-04-01,49,NC
1108,2011-05-01,51,NC
1109,2011-06-01,46,NC
1110,2011-07-01,44,NC
1111,2011-08-01,43,NC
1112,2011-09-01,36,NC
1113,2011-10-01,31,NC
1114,2011-11-01,30,NC
1115,2011-12-01,31,NC
1116,2012-01-01,43,NC
1117,2012-02-01,50,NC
1118,2012-03-01,52,NC
1119,2012-04-01,42,NC
1120,2012-05-01,48,NC
1121,2012-06-01,41,NC
1122,2012-07-01,51,NC
1123,2012-08-01,38,NC
1124,2012-09-01,40,NC
1125,2012-10-01,32,NC
1126,2012-11-01,33,NC
1127,2012-12-01,32,NC
1128,2013-01-01,48,NC
1129,2013-02-01,35,NC
1130,2013-03-01,45,NC
1131,2013-04-01,46,NC
1132,2013-05-01,50,NC
1133,2013-06-01,47,NC
1134,2013-07-01,56,NC
1135,2013-08-01,56,NC
1136,2013-09-01,43,NC
1137,2013-10-01,45,NC
1138,2013-11-01,44,NC
1139,2013-12-01,48,NC
1140,2014-01-01,55,NC
1141,2014-02-01,55,NC
1142,2014-03-01,52,NC
1143,2014-04-01,63,NC
1144,2014-05-01,57,NC
1145,2014-06-01,51,NC
1146,2014-07-01,62,NC
1147,2014-08-01,54,NC
1148,2014-09-01,52,NC
1149,2014-10-01,52,NC
1150,2014-11-01,42,NC
1151,2014-12-01,40,NC
1152,2015-01-01,51,NC
1153,2015-02-01,45,NC
1154,2015-03-01,46,NC
1155,2015-04-01,61,NC
1156,2015-05-01,58,NC
1157,2015-06-01,60,NC
1158,2015-07-01,70,NC
1159,2015-08-01,58,NC
1160,2015-09-01,47,NC
1161,2015-10-01,47,NC
1162,2015-11-01,41,NC
1163,2015-12-01,43,NC
1164,2016-01-01,56,NC
1165,2016-02-01,69,NC
1166,2016-03-01,62,NC
1167,2016-04-01,68,NC
1168,2016-05-01,66,NC
1169,2016-06-01,64,NC
1170,2016-07-01,71,NC
1171,2016-08-01,58,NC
1172,2016-09-01,42,NC
1173,2016-10-01,51,NC
1174,2016-11-01,48,NC
1175,2016-12-01,48,NC
1176,2017-01-01,63,NC
1177,2017-02-01,61,NC
1178,2017-03-01,59,NC
1179,2017-04-01,63,NC
1180,2017-05-01,58,NC
1181,2017-06-01,63,NC
1182,2017-07-01,68,NC
1183,2017-08-01,67,NC
1184,2017-09-01,50,NC
1185,2017-10-01,52,NC
1186,2017-11-01,49,NC
1187,2017-12-01,48,NC
1188,2018-01-01,49,NC
1189,2018-02-01,56,NC
1190,2018-03-01,61,NC
1191,2018-04-01,55,NC
1192,2018-05-01,55,NC
1193,2018-06-01,68,NC
1194,2018-07-01,67,NC
1195,2018-08-01,58,NC
1196,2018-09-01,50,NC
1197,2018-10-01,53,NC
1198,2018-11-01,47,NC
1199,2018-12-01,51,NC
1200,2019-01-01,49,NC
1201,2019-02-01,51,NC
1202,2019-03-01,62,NC
1203,2019-04-01,52,NC
1204,2019-05-01,62,NC
1205,2019-06-01,63,NC
1206,2019-07-01,61,NC
1207,2019-08-01,57,NC
1208,2019-09-01,50,NC
1209,2019-10-01,56,NC
1210,2019-11-01,47,NC
1211,2019-12-01,43,NC
1212,2020-01-01,60,NC
1213,2020-02-01,48,NC
1214,2020-03-01,39,NC
1215,2020-04-01,47,NC
1216,2020-05-01,52,NC
1217,2020-06-01,62,NC
1218,2020-07-01,61,NC
1219,2020-08-01,59,NC
1220,2020-09-01,45,NC
1221,2020-10-01,52,NC
1222,2020-11-01,32,NC
1223,2020-12-01,47,NC
1224,2004-01-01,55,MO
1225,2004-02-01,0,MO
1226,2004-03-01,32,MO
1227,2004-04-01,76,MO
1228,2004-05-01,58,MO
1229,2004-06-01,100,MO
1230,2004-07-01,0,MO
1231,2004-08-01,26,MO
1232,2004-09-01,24,MO
1233,2004-10-01,68,MO
1234,2004-11-01,0,MO
1235,2004-12-01,24,MO
1236,2005-01-01,0,MO
1237,2005-02-01,0,MO
1238,2005-03-01,0,MO
1239,2005-04-01,18,MO
1240,2005-05-01,28,MO
1241,2005-06-01,0,MO
1242,2005-07-01,0,MO
1243,2005-08-01,0,MO
1244,2005-09-01,0,MO
1245,2005-10-01,0,MO
1246,2005-11-01,15,MO
1247,2005-12-01,24,MO
1248,2006-01-01,0,MO
1249,2006-02-01,10,MO
1250,2006-03-01,0,MO
1251,2006-04-01,16,MO
1252,2006-05-01,33,MO
1253,2006-06-01,43,MO
1254,2006-07-01,31,MO
1255,2006-08-01,20,MO
1256,2006-09-01,21,MO
1257,2006-10-01,32,MO
1258,2006-11-01,25,MO
1259,2006-12-01,30,MO
1260,2007-01-01,14,MO
1261,2007-02-01,41,MO
1262,2007-03-01,17,MO
1263,2007-04-01,21,MO
1264,2007-05-01,10,MO
1265,2007-06-01,35,MO
1266,2007-07-01,18,MO
1267,2007-08-01,11,MO
1268,2007-09-01,23,MO
1269,2007-10-01,0,MO
1270,2007-11-01,13,MO
1271,2007-12-01,13,MO
1272,2008-01-01,20,MO
1273,2008-02-01,16,MO
1274,2008-03-01,16,MO
1275,2008-04-01,23,MO
1276,2008-05-01,21,MO
1277,2008-06-01,23,MO
1278,2008-07-01,32,MO
1279,2008-08-01,31,MO
1280,2008-09-01,11,MO
1281,2008-10-01,16,MO
1282,2008-11-01,16,MO
1283,2008-12-01,15,MO
1284,2009-01-01,25,MO
1285,2009-02-01,29,MO
1286,2009-03-01,26,MO
1287,2009-04-01,36,MO
1288,2009-05-01,15,MO
1289,2009-06-01,39,MO
1290,2009-07-01,23,MO
1291,2009-08-01,22,MO
1292,2009-09-01,29,MO
1293,2009-10-01,0,MO
1294,2009-11-01,15,MO
1295,2009-12-01,21,MO
1296,2010-01-01,32,MO
1297,2010-02-01,43,MO
1298,2010-03-01,32,MO
1299,2010-04-01,29,MO
1300,2010-05-01,25,MO
1301,2010-06-01,30,MO
1302,2010-07-01,27,MO
1303,2010-08-01,27,MO
1304,2010-09-01,25,MO
1305,2010-10-01,27,MO
1306,2010-11-01,23,MO
1307,2010-12-01,27,MO
1308,2011-01-01,21,MO
1309,2011-02-01,23,MO
1310,2011-03-01,25,MO
1311,2011-04-01,30,MO
1312,2011-05-01,29,MO
1313,2011-06-01,16,MO
1314,2011-07-01,29,MO
1315,2011-08-01,20,MO
1316,2011-09-01,23,MO
1317,2011-10-01,14,MO
1318,2011-11-01,16,MO
1319,2011-12-01,8,MO
1320,2012-01-01,17,MO
1321,2012-02-01,17,MO
1322,2012-03-01,18,MO
1323,2012-04-01,16,MO
1324,2012-05-01,25,MO
1325,2012-06-01,17,MO
1326,2012-07-01,31,MO
1327,2012-08-01,20,MO
1328,2012-09-01,20,MO
1329,2012-10-01,25,MO
1330,2012-11-01,15,MO
1331,2012-12-01,20,MO
1332,2013-01-01,24,MO
1333,2013-02-01,25,MO
1334,2013-03-01,24,MO
1335,2013-04-01,24,MO
1336,2013-05-01,27,MO
1337,2013-06-01,21,MO
1338,2013-07-01,32,MO
1339,2013-08-01,30,MO
1340,2013-09-01,21,MO
1341,2013-10-01,16,MO
1342,2013-11-01,21,MO
1343,2013-12-01,14,MO
1344,2014-01-01,23,MO
1345,2014-02-01,24,MO
1346,2014-03-01,27,MO
1347,2014-04-01,30,MO
1348,2014-05-01,27,MO
1349,2014-06-01,27,MO
1350,2014-07-01,34,MO
1351,2014-08-01,32,MO
1352,2014-09-01,24,MO
1353,2014-10-01,26,MO
1354,2014-11-01,23,MO
1355,2014-12-01,31,MO
1356,2015-01-01,24,MO
1357,2015-02-01,30,MO
1358,2015-03-01,24,MO
1359,2015-04-01,24,MO
1360,2015-05-01,28,MO
1361,2015-06-01,33,MO
1362,2015-07-01,31,MO
1363,2015-08-01,23,MO
1364,2015-09-01,16,MO
1365,2015-10-01,20,MO
1366,2015-11-01,22,MO
1367,2015-12-01,27,MO
1368,2016-01-01,24,MO
1369,2016-02-01,36,MO
1370,2016-03-01,29,MO
1371,2016-04-01,32,MO
1372,2016-05-01,29,MO
1373,2016-06-01,34,MO
1374,2016-07-01,22,MO
1375,2016-08-01,26,MO
1376,2016-09-01,15,MO
1377,2016-10-01,23,MO
1378,2016-11-01,22,MO
1379,2016-12-01,17,MO
1380,2017-01-01,26,MO
1381,2017-02-01,21,MO
1382,2017-03-01,29,MO
1383,2017-04-01,22,MO
1384,2017-05-01,22,MO
1385,2017-06-01,27,MO
1386,2017-07-01,27,MO
1387,2017-08-01,25,MO
1388,2017-09-01,23,MO
1389,2017-10-01,23,MO
1390,2017-11-01,22,MO
1391,2017-12-01,18,MO
1392,2018-01-01,17,MO
1393,2018-02-01,23,MO
1394,2018-03-01,23,MO
1395,2018-04-01,25,MO
1396,2018-05-01,31,MO
1397,2018-06-01,25,MO
1398,2018-07-01,24,MO
1399,2018-08-01,23,MO
1400,2018-09-01,21,MO
1401,2018-10-01,21,MO
1402,2018-11-01,13,MO
1403,2018-12-01,19,MO
1404,2019-01-01,25,MO
1405,2019-02-01,26,MO
1406,2019-03-01,30,MO
1407,2019-04-01,32,MO
1408,2019-05-01,24,MO
1409,2019-06-01,28,MO
1410,2019-07-01,25,MO
1411,2019-08-01,21,MO
1412,2019-09-01,21,MO
1413,2019-10-01,22,MO
1414,2019-11-01,16,MO
1415,2019-12-01,17,MO
1416,2020-01-01,20,MO
1417,2020-02-01,26,MO
1418,2020-03-01,17,MO
1419,2020-04-01,23,MO
1420,2020-05-01,21,MO
1421,2020-06-01,24,MO
1422,2020-07-01,25,MO
1423,2020-08-01,28,MO
1424,2020-09-01,23,MO
1425,2020-10-01,24,MO
1426,2020-11-01,12,MO
1427,2020-12-01,17,MO
1428,2004-01-01,0,NV
1429,2004-02-01,0,NV
1430,2004-03-01,0,NV
1431,2004-04-01,53,NV
1432,2004-05-01,0,NV
1433,2004-06-01,0,NV
1434,2004-07-01,0,NV
1435,2004-08-01,0,NV
1436,2004-09-01,100,NV
1437,2004-10-01,34,NV
1438,2004-11-01,0,NV
1439,2004-12-01,32,NV
1440,2005-01-01,0,NV
1441,2005-02-01,30,NV
1442,2005-03-01,0,NV
1443,2005-04-01,0,NV
1444,2005-05-01,0,NV
1445,2005-06-01,0,NV
1446,2005-07-01,32,NV
1447,2005-08-01,16,NV
1448,2005-09-01,0,NV
1449,2005-10-01,0,NV
1450,2005-11-01,0,NV
1451,2005-12-01,0,NV
1452,2006-01-01,12,NV
1453,2006-02-01,0,NV
1454,2006-03-01,9,NV
1455,2006-04-01,17,NV
1456,2006-05-01,0,NV
1457,2006-06-01,22,NV
1458,2006-07-01,0,NV
1459,2006-08-01,0,NV
1460,2006-09-01,17,NV
1461,2006-10-01,15,NV
1462,2006-11-01,15,NV
1463,2006-12-01,8,NV
1464,2007-01-01,0,NV
1465,2007-02-01,0,NV
1466,2007-03-01,6,NV
1467,2007-04-01,15,NV
1468,2007-05-01,13,NV
1469,2007-06-01,9,NV
1470,2007-07-01,10,NV
1471,2007-08-01,8,NV
1472,2007-09-01,0,NV
1473,2007-10-01,11,NV
1474,2007-11-01,17,NV
1475,2007-12-01,8,NV
1476,2008-01-01,7,NV
1477,2008-02-01,10,NV
1478,2008-03-01,0,NV
1479,2008-04-01,11,NV
1480,2008-05-01,12,NV
1481,2008-06-01,22,NV
1482,2008-07-01,8,NV
1483,2008-08-01,10,NV
1484,2008-09-01,18,NV
1485,2008-10-01,13,NV
1486,2008-11-01,18,NV
1487,2008-12-01,9,NV
1488,2009-01-01,6,NV
1489,2009-02-01,10,NV
1490,2009-03-01,7,NV
1491,2009-04-01,0,NV
1492,2009-05-01,10,NV
1493,2009-06-01,8,NV
1494,2009-07-01,8,NV
1495,2009-08-01,23,NV
1496,2009-09-01,9,NV
1497,2009-10-01,16,NV
1498,2009-11-01,6,NV
1499,2009-12-01,4,NV
1500,2010-01-01,14,NV
1501,2010-02-01,14,NV
1502,2010-03-01,11,NV
1503,2010-04-01,13,NV
1504,2010-05-01,13,NV
1505,2010-06-01,10,NV
1506,2010-07-01,21,NV
1507,2010-08-01,9,NV
1508,2010-09-01,19,NV
1509,2010-10-01,15,NV
1510,2010-11-01,19,NV
1511,2010-12-01,12,NV
1512,2011-01-01,16,NV
1513,2011-02-01,3,NV
1514,2011-03-01,11,NV
1515,2011-04-01,8,NV
1516,2011-05-01,12,NV
1517,2011-06-01,12,NV
1518,2011-07-01,10,NV
1519,2011-08-01,13,NV
1520,2011-09-01,8,NV
1521,2011-10-01,11,NV
1522,2011-11-01,10,NV
1523,2011-12-01,8,NV
1524,2012-01-01,11,NV
1525,2012-02-01,8,NV
1526,2012-03-01,8,NV
1527,2012-04-01,7,NV
1528,2012-05-01,9,NV
1529,2012-06-01,11,NV
1530,2012-07-01,7,NV
1531,2012-08-01,11,NV
1532,2012-09-01,9,NV
1533,2012-10-01,6,NV
1534,2012-11-01,6,NV
1535,2012-12-01,3,NV
1536,2013-01-01,12,NV
1537,2013-02-01,10,NV
1538,2013-03-01,8,NV
1539,2013-04-01,12,NV
1540,2013-05-01,4,NV
1541,2013-06-01,9,NV
1542,2013-07-01,11,NV
1543,2013-08-01,5,NV
1544,2013-09-01,10,NV
1545,2013-10-01,9,NV
1546,2013-11-01,5,NV
1547,2013-12-01,6,NV
1548,2014-01-01,13,NV
1549,2014-02-01,10,NV
1550,2014-03-01,11,NV
1551,2014-04-01,12,NV
1552,2014-05-01,9,NV
1553,2014-06-01,10,NV
1554,2014-07-01,16,NV
1555,2014-08-01,8,NV
1556,2014-09-01,13,NV
1557,2014-10-01,12,NV
1558,2014-11-01,8,NV
1559,2014-12-01,11,NV
1560,2015-01-01,14,NV
1561,2015-02-01,13,NV
1562,2015-03-01,11,NV
1563,2015-04-01,15,NV
1564,2015-05-01,15,NV
1565,2015-06-01,17,NV
1566,2015-07-01,17,NV
1567,2015-08-01,11,NV
1568,2015-09-01,18,NV
1569,2015-10-01,15,NV
1570,2015-11-01,12,NV
1571,2015-12-01,16,NV
1572,2016-01-01,11,NV
1573,2016-02-01,16,NV
1574,2016-03-01,16,NV
1575,2016-04-01,14,NV
1576,2016-05-01,12,NV
1577,2016-06-01,10,NV
1578,2016-07-01,15,NV
1579,2016-08-01,10,NV
1580,2016-09-01,14,NV
1581,2016-10-01,10,NV
1582,2016-11-01,11,NV
1583,2016-12-01,10,NV
1584,2017-01-01,12,NV
1585,2017-02-01,13,NV
1586,2017-03-01,11,NV
1587,2017-04-01,9,NV
1588,2017-05-01,14,NV
1589,2017-06-01,13,NV
1590,2017-07-01,15,NV
1591,2017-08-01,15,NV
1592,2017-09-01,12,NV
1593,2017-10-01,12,NV
1594,2017-11-01,14,NV
1595,2017-12-01,13,NV
1596,2018-01-01,12,NV
1597,2018-02-01,11,NV
1598,2018-03-01,15,NV
1599,2018-04-01,14,NV
1600,2018-05-01,15,NV
1601,2018-06-01,17,NV
1602,2018-07-01,13,NV
1603,2018-08-01,13,NV
1604,2018-09-01,11,NV
1605,2018-10-01,10,NV
1606,2018-11-01,12,NV
1607,2018-12-01,14,NV
1608,2019-01-01,15,NV
1609,2019-02-01,13,NV
1610,2019-03-01,14,NV
1611,2019-04-01,12,NV
1612,2019-05-01,12,NV
1613,2019-06-01,14,NV
1614,2019-07-01,14,NV
1615,2019-08-01,14,NV
1616,2019-09-01,15,NV
1617,2019-10-01,14,NV
1618,2019-11-01,14,NV
1619,2019-12-01,12,NV
1620,2020-01-01,13,NV
1621,2020-02-01,11,NV
1622,2020-03-01,10,NV
1623,2020-04-01,10,NV
1624,2020-05-01,14,NV
1625,2020-06-01,16,NV
1626,2020-07-01,13,NV
1627,2020-08-01,17,NV
1628,2020-09-01,15,NV
1629,2020-10-01,14,NV
1630,2020-11-01,11,NV
1631,2020-12-01,13,NV
1632,2004-01-01,0,OR
1633,2004-02-01,91,OR
1634,2004-03-01,0,OR
1635,2004-04-01,0,OR
1636,2004-05-01,0,OR
1637,2004-06-01,54,OR
1638,2004-07-01,100,OR
1639,2004-08-01,0,OR
1640,2004-09-01,0,OR
1641,2004-10-01,0,OR
1642,2004-11-01,0,OR
1643,2004-12-01,0,OR
1644,2005-01-01,0,OR
1645,2005-02-01,0,OR
1646,2005-03-01,37,OR
1647,2005-04-01,0,OR
1648,2005-05-01,0,OR
1649,2005-06-01,0,OR
1650,2005-07-01,51,OR
1651,2005-08-01,0,OR
1652,2005-09-01,0,OR
1653,2005-10-01,48,OR
1654,2005-11-01,0,OR
1655,2005-12-01,0,OR
1656,2006-01-01,35,OR
1657,2006-02-01,31,OR
1658,2006-03-01,0,OR
1659,2006-04-01,54,OR
1660,2006-05-01,0,OR
1661,2006-06-01,27,OR
1662,2006-07-01,27,OR
1663,2006-08-01,43,OR
1664,2006-09-01,31,OR
1665,2006-10-01,0,OR
1666,2006-11-01,30,OR
1667,2006-12-01,18,OR
1668,2007-01-01,18,OR
1669,2007-02-01,26,OR
1670,2007-03-01,17,OR
1671,2007-04-01,26,OR
1672,2007-05-01,34,OR
1673,2007-06-01,0,OR
1674,2007-07-01,23,OR
1675,2007-08-01,37,OR
1676,2007-09-01,36,OR
1677,2007-10-01,37,OR
1678,2007-11-01,12,OR
1679,2007-12-01,18,OR
1680,2008-01-01,67,OR
1681,2008-02-01,28,OR
1682,2008-03-01,22,OR
1683,2008-04-01,21,OR
1684,2008-05-01,23,OR
1685,2008-06-01,49,OR
1686,2008-07-01,78,OR
1687,2008-08-01,0,OR
1688,2008-09-01,26,OR
1689,2008-10-01,45,OR
1690,2008-11-01,72,OR
1691,2008-12-01,23,OR
1692,2009-01-01,35,OR
1693,2009-02-01,0,OR
1694,2009-03-01,20,OR
1695,2009-04-01,32,OR
1696,2009-05-01,35,OR
1697,2009-06-01,29,OR
1698,2009-07-01,24,OR
1699,2009-08-01,49,OR
1700,2009-09-01,29,OR
1701,2009-10-01,0,OR
1702,2009-11-01,27,OR
1703,2009-12-01,42,OR
1704,2010-01-01,18,OR
1705,2010-02-01,22,OR
1706,2010-03-01,42,OR
1707,2010-04-01,26,OR
1708,2010-05-01,55,OR
1709,2010-06-01,38,OR
1710,2010-07-01,44,OR
1711,2010-08-01,0,OR
1712,2010-09-01,41,OR
1713,2010-10-01,47,OR
1714,2010-11-01,18,OR
1715,2010-12-01,23,OR
1716,2011-01-01,29,OR
1717,2011-02-01,40,OR
1718,2011-03-01,26,OR
1719,2011-04-01,34,OR
1720,2011-05-01,37,OR
1721,2011-06-01,27,OR
1722,2011-07-01,32,OR
1723,2011-08-01,31,OR
1724,2011-09-01,29,OR
1725,2011-10-01,23,OR
1726,2011-11-01,24,OR
1727,2011-12-01,18,OR
1728,2012-01-01,28,OR
1729,2012-02-01,34,OR
1730,2012-03-01,31,OR
1731,2012-04-01,24,OR
1732,2012-05-01,32,OR
1733,2012-06-01,47,OR
1734,2012-07-01,48,OR
1735,2012-08-01,34,OR
1736,2012-09-01,30,OR
1737,2012-10-01,39,OR
1738,2012-11-01,30,OR
1739,2012-12-01,28,OR
1740,2013-01-01,27,OR
1741,2013-02-01,26,OR
1742,2013-03-01,37,OR
1743,2013-04-01,48,OR
1744,2013-05-01,34,OR
1745,2013-06-01,26,OR
1746,2013-07-01,18,OR
1747,2013-08-01,22,OR
1748,2013-09-01,22,OR
1749,2013-10-01,10,OR
1750,2013-11-01,14,OR
1751,2013-12-01,11,OR
1752,2014-01-01,21,OR
1753,2014-02-01,19,OR
1754,2014-03-01,32,OR
1755,2014-04-01,24,OR
1756,2014-05-01,24,OR
1757,2014-06-01,21,OR
1758,2014-07-01,20,OR
1759,2014-08-01,32,OR
1760,2014-09-01,18,OR
1761,2014-10-01,17,OR
1762,2014-11-01,10,OR
1763,2014-12-01,22,OR
1764,2015-01-01,21,OR
1765,2015-02-01,26,OR
1766,2015-03-01,27,OR
1767,2015-04-01,19,OR
1768,2015-05-01,32,OR
1769,2015-06-01,32,OR
1770,2015-07-01,42,OR
1771,2015-08-01,40,OR
1772,2015-09-01,40,OR
1773,2015-10-01,47,OR
1774,2015-11-01,34,OR
1775,2015-12-01,36,OR
1776,2016-01-01,44,OR
1777,2016-02-01,38,OR
1778,2016-03-01,40,OR
1779,2016-04-01,41,OR
1780,2016-05-01,45,OR
1781,2016-06-01,46,OR
1782,2016-07-01,52,OR
1783,2016-08-01,54,OR
1784,2016-09-01,44,OR
1785,2016-10-01,25,OR
1786,2016-11-01,33,OR
1787,2016-12-01,32,OR
1788,2017-01-01,36,OR
1789,2017-02-01,45,OR
1790,2017-03-01,36,OR
1791,2017-04-01,37,OR
1792,2017-05-01,46,OR
1793,2017-06-01,45,OR
1794,2017-07-01,55,OR
1795,2017-08-01,41,OR
1796,2017-09-01,37,OR
1797,2017-10-01,62,OR
1798,2017-11-01,45,OR
1799,2017-12-01,35,OR
1800,2018-01-01,40,OR
1801,2018-02-01,47,OR
1802,2018-03-01,52,OR
1803,2018-04-01,50,OR
1804,2018-05-01,52,OR
1805,2018-06-01,63,OR
1806,2018-07-01,48,OR
1807,2018-08-01,33,OR
1808,2018-09-01,33,OR
1809,2018-10-01,45,OR
1810,2018-11-01,31,OR
1811,2018-12-01,26,OR
1812,2019-01-01,34,OR
1813,2019-02-01,46,OR
1814,2019-03-01,30,OR
1815,2019-04-01,48,OR
1816,2019-05-01,46,OR
1817,2019-06-01,30,OR
1818,2019-07-01,41,OR
1819,2019-08-01,54,OR
1820,2019-09-01,40,OR
1821,2019-10-01,45,OR
1822,2019-11-01,38,OR
1823,2019-12-01,35,OR
1824,2020-01-01,44,OR
1825,2020-02-01,53,OR
1826,2020-03-01,36,OR
1827,2020-04-01,45,OR
1828,2020-05-01,38,OR
1829,2020-06-01,30,OR
1830,2020-07-01,41,OR
1831,2020-08-01,59,OR
1832,2020-09-01,40,OR
1833,2020-10-01,41,OR
1834,2020-11-01,34,OR
1835,2020-12-01,32,OR
1836,2004-01-01,82,TX
1837,2004-02-01,62,TX
1838,2004-03-01,74,TX
1839,2004-04-01,0,TX
1840,2004-05-01,0,TX
1841,2004-06-01,61,TX
1842,2004-07-01,60,TX
1843,2004-08-01,29,TX
1844,2004-09-01,20,TX
1845,2004-10-01,23,TX
1846,2004-11-01,29,TX
1847,2004-12-01,46,TX
1848,2005-01-01,56,TX
1849,2005-02-01,33,TX
1850,2005-03-01,47,TX
1851,2005-04-01,20,TX
1852,2005-05-01,44,TX
1853,2005-06-01,51,TX
1854,2005-07-01,30,TX
1855,2005-08-01,12,TX
1856,2005-09-01,52,TX
1857,2005-10-01,43,TX
1858,2005-11-01,33,TX
1859,2005-12-01,46,TX
1860,2006-01-01,44,TX
1861,2006-02-01,29,TX
1862,2006-03-01,50,TX
1863,2006-04-01,33,TX
1864,2006-05-01,41,TX
1865,2006-06-01,42,TX
1866,2006-07-01,48,TX
1867,2006-08-01,34,TX
1868,2006-09-01,19,TX
1869,2006-10-01,39,TX
1870,2006-11-01,37,TX
1871,2006-12-01,18,TX
1872,2007-01-01,30,TX
1873,2007-02-01,19,TX
1874,2007-03-01,50,TX
1875,2007-04-01,53,TX
1876,2007-05-01,41,TX
1877,2007-06-01,45,TX
1878,2007-07-01,67,TX
1879,2007-08-01,57,TX
1880,2007-09-01,51,TX
1881,2007-10-01,59,TX
1882,2007-11-01,54,TX
1883,2007-12-01,57,TX
1884,2008-01-01,63,TX
1885,2008-02-01,33,TX
1886,2008-03-01,49,TX
1887,2008-04-01,60,TX
1888,2008-05-01,57,TX
1889,2008-06-01,55,TX
1890,2008-07-01,53,TX
1891,2008-08-01,47,TX
1892,2008-09-01,67,TX
1893,2008-10-01,55,TX
1894,2008-11-01,57,TX
1895,2008-12-01,66,TX
1896,2009-01-01,60,TX
1897,2009-02-01,72,TX
1898,2009-03-01,75,TX
1899,2009-04-01,66,TX
1900,2009-05-01,75,TX
1901,2009-06-01,92,TX
1902,2009-07-01,83,TX
1903,2009-08-01,77,TX
1904,2009-09-01,61,TX
1905,2009-10-01,78,TX
1906,2009-11-01,65,TX
1907,2009-12-01,90,TX
1908,2010-01-01,81,TX
1909,2010-02-01,68,TX
1910,2010-03-01,86,TX
1911,2010-04-01,84,TX
1912,2010-05-01,73,TX
1913,2010-06-01,75,TX
1914,2010-07-01,72,TX
1915,2010-08-01,77,TX
